,Unnamed: 0,Unnamed: 0.1,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT
1520,1520,1521,1521,15,5,7.0,67.4,6.25,41.67,13,"Adam Federici,Simon Francis,Nathan Aké,Steve Cook,Brad Smith,Harry Arter,Dan Gosling,Adam Smith,Joshua King,Junior Stanislas,Callum Wilson",1.0,7.0,85.71,12,28,6.25,3.0,1.0,6,0.43,14,2.0,13.0,57.69,3.0,10,6.0,5.0,2.0,69.23,"Petr Cech,Mathieu Debuchy,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Mohamed Elneny,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Oxlade-Chamberlain,Alexis Sánchez",61.12,5.0,8,28,2.0,7.0,63.64,5.0,4231,8,2.0,Mike Jones,7.0,0.52,10,1,Eddie Howe,19,13.0,1,40.0,3,16,11.0,65.22,Bournemouth,13,4.0,11.0,1.0,4231,2.0,5.0,7,16,69.59,7,10.0,Arsenal,Arsène Wenger,13,3.0,8.0,6.13,1.0,37,7.0,1,3,1.0,0.57,Emirates Stadium,30,20,77.15,2016-11-27,28,6.53,15.0,65.52,0.48,9.0
1521,1521,1522,1522,6,14,10.0,52.65,6.43,83.33,1,"Tom Heaton,Matthew Lowton,Ben Mee,Michael Keane,Stephen Ward,George Boyd,Jeff Hendrick,Dean Marney,Steven Defour,Andre Gray,Ashley Barnes",0.0,5.0,87.5,12,30,6.32,7.0,3.0,4,0.26,19,3.0,4.0,58.97,10.0,13,9.0,2.0,5.0,66.67,"Petr Cech,Gabriel,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Granit Xhaka,Aaron Ramsey,Alex Iwobi,Mesut Özil,Alexis Sánchez,Olivier Giroud",49.16,1.0,12,30,6.0,7.0,90.0,4.0,4231,5,5.0,Jonathan Moss,8.0,0.7,13,0,Sean Dyche,15,4.0,0,100.0,2,22,16.0,58.89,Burnley,18,,16.0,3.0,442,,1.0,5,24,80.11,4,4.0,Arsenal,Arsène Wenger,11,8.0,10.0,6.25,1.0,15,8.0,1,12,2.0,0.74,Emirates Stadium,5,7,83.16,2017-01-22,42,6.65,24.0,83.33,0.3,13.0
1522,1522,1523,1523,19,10,8.0,75.39,6.03,38.33,14,"Thibaut Courtois,Branislav Ivanovic,David Luiz,Gary Cahill,César Azpilicueta,N'Golo Kanté,Willian,Nemanja Matic,Cesc Fàbregas,Eden Hazard,Diego Costa",2.0,4.0,62.5,9,28,6.53,2.0,2.0,9,0.49,11,0.0,9.0,63.89,9.0,16,4.0,0.0,5.0,56.25,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",72.15,8.0,6,28,4.0,7.0,67.31,3.0,4231,6,5.0,Michael Oliver,6.0,0.5,16,0,Antonio Conte,12,9.0,3,52.78,3,15,11.0,72.44,Chelsea,16,2.0,11.0,4.0,4141,0.0,8.0,7,14,72.5,6,1.0,Arsenal,Arsène Wenger,11,5.0,9.0,5.95,1.0,28,6.0,0,7,5.0,0.51,Emirates Stadium,20,24,69.99,2016-09-24,35,6.86,19.0,76.14,0.5,9.0
1523,1523,1524,1524,15,10,14.0,61.58,6.35,35.29,8,"Wayne Hennessey,Martin Kelly,Scott Dann,James Tomkins,Joel Ward,Mathieu Flamini,Jason Puncheon,Andros Townsend,Yohan Cabaye,Wilfried Zaha,Christian Benteke",0.0,1.0,40.0,9,38,6.41,4.0,1.0,5,0.37,16,1.0,7.0,85.0,8.0,18,10.0,1.0,3.0,75.0,"Petr Cech,Héctor Bellerín,Gabriel,Laurent Koscielny,Nacho Monreal,Mohamed Elneny,Granit Xhaka,Lucas Pérez,Alex Iwobi,Alexis Sánchez,Olivier Giroud",59.09,3.0,6,38,2.0,5.0,76.92,1.0,4231,11,7.0,Andre Marriner,2.0,0.64,18,0,Sam Allardyce,21,7.0,1,37.5,2,11,10.0,70.83,Crystal Palace,17,3.0,10.0,5.0,4231,2.0,3.0,3,22,75.06,4,4.0,Arsenal,Arsène Wenger,7,7.0,5.0,6.16,2.0,32,2.0,0,10,2.0,0.63,Emirates Stadium,18,9,76.92,2017-01-01,30,6.78,13.0,80.36,0.36,7.0
1524,1524,1525,1525,14,8,13.0,78.13,6.18,44.44,5,"Joel Robles,Mason Holgate,Phil Jagielka,Ashley Williams,Leighton Baines,Morgan Schneiderlin,Idrissa Gueye,Tom Davies,Enner Valencia,Romelu Lukaku,Kevin Mirallas",3.0,9.0,50.0,10,17,6.43,7.0,7.0,5,0.48,11,5.0,5.0,71.43,4.0,12,5.0,3.0,3.0,80.0,"Petr Cech,Gabriel,Laurent Koscielny,Rob Holding,Héctor Bellerín,Granit Xhaka,Aaron Ramsey,Nacho Monreal,Alexis Sánchez,Mesut Özil,Danny Welbeck",72.39,3.0,4,17,3.0,16.0,86.36,6.0,3421,4,9.0,Michael Oliver,2.0,0.5,12,0,Ronald Koeman,8,5.0,2,50.0,3,8,8.0,52.94,Everton,8,1.0,8.0,3.0,433,1.0,3.0,8,17,78.24,5,6.0,Arsenal,Arsène Wenger,15,9.0,4.0,5.98,,23,2.0,1,5,,0.52,Emirates Stadium,10,11,79.61,2017-05-21,18,6.64,10.0,84.21,0.5,22.0
1525,1525,1526,1526,17,10,11.0,70.62,6.42,50.0,10,"Eldin Jakupovic,Omar Elabdellaoui,Andrea Ranocchia,Harry Maguire,Andrew Robertson,Tom Huddlestone,Lazar Markovic,Alfred N'Diaye,Sam Clucas,Kamil Grosicki,Oumar Niasse",,1.0,54.17,12,25,6.28,4.0,,6,0.52,10,1.0,11.0,75.0,3.0,9,2.0,3.0,2.0,77.08,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Kieran Gibbs,Francis Coquelin,Alex Oxlade-Chamberlain,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",69.94,6.0,7,25,2.0,8.0,69.23,1.0,4231,11,7.0,Mark Clattenburg,7.0,0.49,9,0,Marco Silva,21,11.0,1,57.14,2,19,17.0,55.7,Hull,10,,17.0,4.0,4141,,6.0,4,17,68.53,4,8.0,Arsenal,Arsène Wenger,9,7.0,12.0,6.27,2.0,32,7.0,0,5,4.0,0.48,Emirates Stadium,21,9,71.73,2017-02-11,32,6.56,22.0,68.52,0.51,9.0
1526,1526,1527,1527,7,6,8.0,59.45,6.4,60.0,3,"Kasper Schmeichel,Danny Simpson,Yohan Benalouane,Robert Huth,Christian Fuchs,Riyad Mahrez,Wilfred Ndidi,Daniel Drinkwater,Marc Albrighton,Leonardo Ulloa,Jamie Vardy",0.0,3.0,80.0,9,49,6.23,3.0,2.0,5,0.27,10,1.0,3.0,64.58,12.0,27,1.0,1.0,4.0,60.0,"Petr Cech,Gabriel,Laurent Koscielny,Nacho Monreal,Héctor Bellerín,Francis Coquelin,Granit Xhaka,Kieran Gibbs,Mesut Özil,Theo Walcott,Alexis Sánchez",59.84,2.0,8,49,1.0,5.0,75.0,2.0,3421,8,4.0,Mike Jones,6.0,0.69,27,0,Craig Shakespeare,18,3.0,0,66.67,1,16,8.0,71.11,Leicester,11,6.0,8.0,2.0,442,2.0,2.0,7,12,76.48,2,1.0,Arsenal,Arsène Wenger,13,5.0,8.0,6.2,5.0,13,6.0,0,4,8.0,0.73,Emirates Stadium,5,12,79.83,2017-04-26,24,6.48,13.0,77.27,0.31,7.0
1527,1527,1528,1528,14,6,16.0,68.85,6.62,65.62,8,"Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Ragnar Klavan,Alberto Moreno,Georginio Wijnaldum,Adam Lallana,Jordan Henderson,Sadio Mané,Roberto Firmino,Philippe Coutinho",2.0,8.0,71.43,13,39,6.3,7.0,6.0,9,0.5,6,3.0,11.0,75.0,5.0,21,1.0,0.0,3.0,66.67,"Petr Cech,Héctor Bellerín,Calum Chambers,Rob Holding,Nacho Monreal,Mohamed Elneny,Francis Coquelin,Theo Walcott,Aaron Ramsey,Alex Iwobi,Alexis Sánchez",69.19,6.0,11,39,1.0,13.0,57.14,6.0,4231,4,6.0,Michael Oliver,5.0,0.51,21,1,Jürgen Klopp,7,11.0,1,75.0,3,18,10.0,75.0,Liverpool,17,3.0,10.0,3.0,433,1.0,6.0,10,9,66.45,5,4.0,Arsenal,Arsène Wenger,17,5.0,7.0,6.2,3.0,33,5.0,4,3,4.0,0.5,Emirates Stadium,17,17,63.17,2016-08-14,31,6.37,14.0,63.46,0.49,16.0
1528,1528,1529,1529,17,4,15.0,68.25,6.69,57.78,10,"Willy Caballero,Jesús Navas,Nicolás Otamendi,John Stones,Gaël Clichy,Kevin De Bruyne,Fernandinho,Raheem Sterling,David Silva,Leroy Sané,Sergio Agüero",1.0,6.0,33.33,8,29,6.04,5.0,3.0,7,0.48,7,3.0,14.0,70.0,3.0,10,,2.0,2.0,58.33,"David Ospina,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Granit Xhaka,Theo Walcott,Mesut Özil,Alexis Sánchez,Danny Welbeck",63.35,6.0,4,29,,11.0,67.31,4.0,4231,12,7.0,Andre Marriner,3.0,0.44,10,2,Josep Guardiola,22,14.0,1,61.9,2,14,14.0,66.05,Man City,16,6.0,14.0,2.0,4231,3.0,6.0,10,8,67.44,4,8.0,Arsenal,Arsène Wenger,15,3.0,10.0,6.46,3.0,38,3.0,2,3,5.0,0.52,Emirates Stadium,23,20,67.74,2017-04-02,39,6.35,23.0,69.35,0.56,14.0
1529,1529,1530,1530,8,5,10.0,75.86,6.32,62.5,4,"David de Gea,Axel Tuanzebe,Chris Smalling,Phil Jones,Matteo Darmian,Ander Herrera,Michael Carrick,Wayne Rooney,Juan Mata,Anthony Martial,Henrikh Mkhitaryan",0.0,4.0,85.71,14,18,6.23,4.0,2.0,2,0.49,8,2.0,8.0,48.48,5.0,14,4.0,5.0,5.0,55.56,"Petr Cech,Laurent Koscielny,Nacho Monreal,Rob Holding,Alex Oxlade-Chamberlain,Granit Xhaka,Aaron Ramsey,Kieran Gibbs,Alexis Sánchez,Mesut Özil,Danny Welbeck",72.76,3.0,7,18,3.0,6.0,58.33,3.0,3421,10,4.0,Andre Marriner,7.0,0.5,14,0,José Mourinho,16,8.0,0,83.33,2,15,12.0,61.33,Man Utd,14,4.0,12.0,2.0,433,2.0,3.0,4,9,75.81,6,9.0,Arsenal,Arsène Wenger,10,4.0,8.0,6.27,2.0,23,7.0,0,5,2.0,0.51,Emirates Stadium,13,5,76.31,2017-05-07,34,6.56,20.0,66.67,0.5,10.0
1530,1530,1531,1531,11,3,7.0,44.37,6.47,71.43,5,"Víctor Valdés,Antonio Barragán,Ben Gibson,Daniel Ayala,George Friend,Adama Traoré,Marten de Roon,Adam Forshaw,Adam Clayton,Gastón Ramírez,Álvaro Negredo",3.0,8.0,38.46,6,47,6.23,4.0,4.0,4,0.28,6,3.0,6.0,71.43,8.0,23,1.0,1.0,6.0,50.0,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Mohamed Elneny,Francis Coquelin,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",54.39,4.0,3,47,0.0,6.0,65.0,3.0,4231,5,6.0,Mike Dean,5.0,0.75,23,0,Aitor Karanka,12,6.0,0,80.0,0,16,13.0,62.96,Middlesbrough,7,2.0,13.0,1.0,451,1.0,4.0,7,10,74.35,3,3.0,Arsenal,Arsène Wenger,13,6.0,13.0,6.23,2.0,15,5.0,0,1,5.0,0.72,Emirates Stadium,8,14,69.42,2016-10-22,33,6.46,26.0,65.38,0.25,11.0
1531,1531,1532,1532,9,5,9.0,61.26,6.37,61.11,3,"Fraser Forster,Cédric Soares,Virgil van Dijk,José Fonte,Ryan Bertrand,Jordy Clasie,Oriol Romeu,Steven Davis,Dusan Tadic,Jay Rodriguez,Nathan Redmond",2.0,4.0,77.78,10,32,6.13,5.0,2.0,11,0.43,12,1.0,6.0,50.0,6.0,11,8.0,0.0,2.0,66.67,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Theo Walcott,Mesut Özil,Alex Oxlade-Chamberlain,Lucas Pérez",66.86,2.0,5,32,3.0,9.0,71.43,3.0,4231,10,6.0,Robert Madley,8.0,0.57,11,1,Claude Puel,18,6.0,1,66.67,2,15,14.0,56.25,Southampton,9,2.0,14.0,1.0,433,1.0,2.0,3,17,72.47,5,1.0,Arsenal,Arsène Wenger,8,2.0,10.0,6.22,,19,8.0,1,3,,0.57,Emirates Stadium,10,20,69.38,2016-09-10,30,6.35,21.0,66.67,0.43,11.0
1532,1532,1533,1533,10,9,12.0,62.01,6.41,71.43,5,"Lee Grant,Bruno Martins Indi,Marc Muniesa,Glen Johnson,Mame Biram Diouf,Giannelli Imbula,Charlie Adam,Erik Pieters,Xherdan Shaqiri,Joe Allen,Marko Arnautovic",1.0,5.0,31.25,9,26,6.09,5.0,2.0,6,0.3,17,2.0,5.0,79.17,7.0,14,8.0,3.0,4.0,56.67,"Petr Cech,Gabriel,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Oxlade-Chamberlain,Alexis Sánchez",51.53,4.0,4,26,5.0,9.0,58.33,3.0,4231,6,5.0,Lee Mason,3.0,0.64,14,1,Mark Hughes,18,5.0,1,80.0,3,14,10.0,61.9,Stoke,7,3.0,10.0,2.0,3421,1.0,4.0,4,21,77.06,5,7.0,Arsenal,Arsène Wenger,6,6.0,10.0,6.33,3.0,19,3.0,1,6,3.0,0.7,Emirates Stadium,7,13,78.65,2016-12-10,25,6.47,18.0,74.51,0.36,12.0
1533,1533,1534,1534,8,18,5.0,59.17,6.44,69.23,6,"Jordan Pickford,John O'Shea,Billy Jones,Lamine Koné,Javier Manquillo,Bryan Oviedo,Didier Ndong,Sebastian Larsson,Lee Cattermole,Fabio Borini,Jermain Defoe",0.0,2.0,75.0,15,25,6.23,2.0,2.0,5,0.43,31,2.0,9.0,77.27,17.0,16,13.0,1.0,8.0,75.0,"Petr Cech,Shkodran Mustafi,Nacho Monreal,Rob Holding,Héctor Bellerín,Granit Xhaka,Aaron Ramsey,Kieran Gibbs,Alexis Sánchez,Mesut Özil,Olivier Giroud",61.29,4.0,8,25,7.0,4.0,50.0,2.0,3421,5,2.0,Roger East,3.0,0.62,16,0,David Moyes,10,9.0,0,66.67,2,12,9.0,61.9,Sunderland,12,3.0,9.0,5.0,352,2.0,4.0,3,36,82.17,8,3.0,Arsenal,Arsène Wenger,10,13.0,4.0,6.29,1.0,18,3.0,0,15,2.0,0.57,Emirates Stadium,13,11,84.69,2017-05-16,24,6.56,12.0,50.0,0.38,6.0
1534,1534,1535,1535,11,9,14.0,69.06,6.22,62.5,6,"Lukasz Fabianski,Kyle Naughton,Federico Fernández,Jordi Amat,Neil Taylor,Modou Barrow,Leon Britton,Jack Cork,Wayne Routledge,Leroy Fer,Gylfi Sigurdsson",0.0,3.0,60.0,7,22,6.33,6.0,2.0,8,0.45,12,1.0,5.0,69.12,5.0,15,3.0,1.0,5.0,61.9,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Santiago Cazorla,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",63.95,3.0,10,22,3.0,9.0,72.22,2.0,4231,8,5.0,Jonathan Moss,8.0,0.49,15,1,Bob Bradley,18,5.0,2,50.0,3,22,18.0,64.84,Swansea,17,2.0,18.0,3.0,4411,0.0,3.0,3,16,76.68,2,6.0,Arsenal,Arsène Wenger,10,6.0,12.0,6.09,2.0,22,8.0,2,6,9.0,0.55,Emirates Stadium,8,27,83.69,2016-10-15,44,6.61,27.0,77.45,0.51,13.0
1535,1535,1536,1536,20,7,16.0,61.6,6.39,61.76,12,"Hugo Lloris,Kevin Wimmer,Jan Vertonghen,Eric Dier,Kyle Walker,Mousa Dembélé,Victor Wanyama,Danny Rose,Christian Eriksen,Son Heung-Min,Harry Kane",,3.0,33.33,11,36,6.21,3.0,,17,0.59,12,0.0,13.0,85.71,7.0,17,4.0,0.0,1.0,50.0,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",62.48,7.0,5,36,2.0,7.0,69.44,3.0,4231,3,8.0,Mark Clattenburg,1.0,0.46,17,0,Mauricio Pochettino,15,13.0,1,55.0,1,8,4.0,79.41,Tottenham,11,1.0,4.0,1.0,3421,0.0,7.0,6,15,59.65,4,2.0,Arsenal,Arsène Wenger,17,2.0,3.0,6.19,7.0,36,1.0,1,6,7.0,0.41,Emirates Stadium,20,36,68.47,2016-11-06,19,6.4,8.0,66.11,0.54,10.0
1536,1536,1537,1537,17,3,9.0,48.68,6.88,52.08,14,"Heurelho Gomes,Craig Cathcart,Sebastian Prödl,Younes Kaboul,Miguel Britos,Daryl Janmaat,Etienne Capoue,Valon Behrami,Tom Cleverley,M'Baye Niang,Troy Deeney",2.0,9.0,100.0,12,45,5.92,6.0,2.0,4,0.31,14,6.0,12.0,62.5,9.0,24,7.0,3.0,3.0,82.35,"Petr Cech,Gabriel,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Alex Iwobi,Mesut Özil,Alexis Sánchez,Olivier Giroud",51.97,8.0,9,45,1.0,5.0,54.17,4.0,4231,13,3.0,Andre Marriner,6.0,0.73,24,2,Walter Mazzarri,22,12.0,0,55.0,1,15,15.0,63.02,Watford,20,1.0,15.0,0.0,451,1.0,8.0,6,20,78.04,9,5.0,Arsenal,Arsène Wenger,15,5.0,6.0,6.63,2.0,32,6.0,2,0,2.0,0.69,Emirates Stadium,23,8,73.73,2017-01-31,39,6.21,19.0,62.5,0.27,10.0
1537,1537,1538,1538,7,10,12.0,55.05,6.54,76.67,3,"Ben Foster,Craig Dawson,Jonny Evans,Gareth McAuley,Nyom,Claudio Yacob,Darren Fletcher,Chris Brunt,Nacer Chadli,Matt Phillips,Salomón Rondón",1.0,2.0,71.43,12,33,6.2,1.0,1.0,5,0.21,21,1.0,9.0,54.55,6.0,17,7.0,2.0,3.0,77.08,"Petr Cech,Héctor Bellerín,Gabriel,Laurent Koscielny,Kieran Gibbs,Francis Coquelin,Granit Xhaka,Alex Iwobi,Mesut Özil,Alexis Sánchez,Olivier Giroud",53.79,3.0,4,33,4.0,2.0,58.33,2.0,4231,13,4.0,Neil Swarbrick,5.0,0.76,17,0,Tony Pulis,21,9.0,0,100.0,1,11,13.0,54.67,West Brom,12,4.0,13.0,1.0,4231,3.0,3.0,3,26,85.87,7,5.0,Arsenal,Arsène Wenger,7,11.0,7.0,6.28,,24,5.0,0,7,,0.79,Emirates Stadium,12,11,88.41,2016-12-26,29,6.46,18.0,64.91,0.24,3.0
1538,1538,1539,1539,16,8,8.0,59.05,6.27,60.53,12,"Darren Randolph,Sam Byram,José Fonte,James Collins,Arthur Masuaku,Cheikhou Kouyaté,André Ayew,Manuel Lanzini,Mark Noble,Michail Antonio,Andy Carroll",0.0,3.0,100.0,11,28,6.18,2.0,1.0,5,0.35,17,0.0,18.0,50.0,5.0,17,6.0,,3.0,78.12,"Emiliano Martinez,Héctor Bellerín,Gabriel,Shkodran Mustafi,Nacho Monreal,Mohamed Elneny,Granit Xhaka,Theo Walcott,Mesut Özil,Alexis Sánchez,Danny Welbeck",54.14,8.0,7,28,2.0,3.0,45.0,1.0,4231,9,4.0,Martin Atkinson,9.0,0.66,17,0,Slaven Bilic,19,18.0,0,71.43,3,16,16.0,58.33,West Ham,14,3.0,16.0,2.0,4141,1.0,8.0,3,21,80.64,8,,Arsenal,Arsène Wenger,5,8.0,9.0,6.16,1.0,36,9.0,0,6,2.0,0.65,Emirates Stadium,28,13,75.56,2017-04-05,34,6.55,20.0,50.08,0.34,7.0
1539,1539,1540,1540,6,6,7.0,73.55,6.08,59.09,2,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Granit Xhaka,Alex Iwobi,Aaron Ramsey,Alexis Sánchez,Olivier Giroud",1.0,3.0,62.5,10,33,6.47,4.0,5.0,6,0.56,9,0.0,7.0,61.11,4.0,16,2.0,2.0,2.0,68.42,"Artur Boruc,Simon Francis,Nathan Aké,Steve Cook,Charlie Daniels,Harry Arter,Dan Gosling,Junior Stanislas,Joshua King,Ryan Fraser,Callum Wilson",70.68,1.0,6,33,0.0,13.0,83.33,3.0,4231,5,4.0,Michael Oliver,6.0,0.4,16,0,Arsène Wenger,12,7.0,2,50.0,3,14,15.0,55.13,Arsenal,11,3.0,15.0,3.0,4231,2.0,1.0,4,13,62.91,6,7.0,Bournemouth,Eddie Howe,12,6.0,9.0,5.9,1.0,19,6.0,3,5,2.0,0.44,Vitality Stadium,12,12,65.47,2017-01-03,32,6.74,22.0,63.89,0.6,14.0
1558,1558,1559,1559,22,4,16.0,80.16,6.44,60.53,10,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Santiago Cazorla,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",1.0,4.0,57.14,2,35,6.26,3.0,7.0,12,0.64,10,1.0,15.0,76.92,2.0,19,3.0,2.0,0.0,54.55,"Tom Heaton,Matthew Lowton,Ben Mee,Michael Keane,Stephen Ward,Johann Berg Gudmundsson,Steven Defour,Jeff Hendrick,Dean Marney,George Boyd,Sam Vokes",75.73,8.0,8,35,2.0,15.0,73.33,3.0,451,10,12.0,Craig Pawson,4.0,0.33,19,0,Arsène Wenger,12,15.0,0,71.43,0,15,7.0,77.27,Arsenal,13,,7.0,0.0,4231,,8.0,3,10,56.75,0,6.0,Burnley,Sean Dyche,3,1.0,7.0,6.2,3.0,39,4.0,1,4,4.0,0.36,Turf Moor,23,20,59.31,2016-10-02,25,6.5,12.0,66.13,0.67,18.0
1576,1576,1577,1577,18,6,14.0,77.76,6.23,74.51,11,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Francis Coquelin,Alex Oxlade-Chamberlain,Theo Walcott,Mesut Özil,Alex Iwobi,Alexis Sánchez",2.0,4.0,66.67,14,28,6.36,5.0,2.0,3,0.54,9,1.0,15.0,77.78,10.0,18,2.0,7.0,5.0,78.12,"Thibaut Courtois,David Luiz,César Azpilicueta,Gary Cahill,Victor Moses,N'Golo Kanté,Nemanja Matic,Marcos Alonso,Pedro,Diego Costa,Eden Hazard",76.85,10.0,11,28,1.0,7.0,44.44,2.0,343,4,7.0,Martin Atkinson,5.0,0.42,18,0,Arsène Wenger,11,15.0,1,95.83,3,18,17.0,67.71,Arsenal,21,3.0,17.0,2.0,4231,1.0,10.0,4,13,67.7,6,13.0,Chelsea,Antonio Conte,8,6.0,7.0,6.1,1.0,34,5.0,1,5,4.0,0.46,Stamford Bridge,20,17,77.7,2017-02-04,42,6.75,21.0,58.64,0.58,9.0
1595,1595,1596,1596,15,8,16.0,77.48,6.26,73.81,7,"Emiliano Martinez,Héctor Bellerín,Gabriel,Shkodran Mustafi,Nacho Monreal,Mohamed Elneny,Granit Xhaka,Theo Walcott,Mesut Özil,Alexis Sánchez,Danny Welbeck",1.0,6.0,41.67,11,42,6.41,3.0,2.0,12,0.71,15,3.0,17.0,78.79,5.0,21,4.0,5.0,2.0,61.11,"Wayne Hennessey,Joel Ward,Mamadou Sakho,Martin Kelly,Jeffrey Schlupp,Yohan Cabaye,Luka Milivojevic,Wilfried Zaha,Jason Puncheon,Andros Townsend,Christian Benteke",81.72,7.0,7,42,1.0,9.0,54.55,4.0,4231,5,8.0,Michael Oliver,3.0,0.28,21,0,Arsène Wenger,10,17.0,1,100.0,3,14,11.0,64.39,Arsenal,13,2.0,11.0,2.0,4231,2.0,7.0,6,17,56.07,4,8.0,Crystal Palace,Sam Allardyce,10,6.0,7.0,6.15,3.0,39,3.0,0,8,5.0,0.29,Selhurst Park,23,19,57.74,2017-04-10,31,6.84,18.0,56.67,0.72,11.0
1614,1614,1615,1615,18,6,16.0,67.13,6.38,57.69,10,"Petr Cech,Héctor Bellerín,Gabriel,Laurent Koscielny,Nacho Monreal,Francis Coquelin,Granit Xhaka,Theo Walcott,Mesut Özil,Alex Oxlade-Chamberlain,Alexis Sánchez",,4.0,57.14,10,44,6.09,3.0,,2,0.55,12,1.0,8.0,66.67,8.0,28,5.0,2.0,3.0,73.08,"Maarten Stekelenburg,Seamus Coleman,Phil Jagielka,Ashley Williams,Leighton Baines,James McCarthy,Idrissa Gueye,Ross Barkley,Enner Valencia,Romelu Lukaku,Aaron Lennon",66.38,5.0,4,44,1.0,6.0,67.86,3.0,433,7,8.0,Mark Clattenburg,5.0,0.42,28,1,Arsène Wenger,14,8.0,1,56.25,2,12,11.0,68.75,Arsenal,15,2.0,11.0,1.0,4231,1.0,5.0,5,14,58.25,5,3.0,Everton,Ronald Koeman,10,4.0,8.0,6.29,1.0,31,5.0,1,6,1.0,0.45,Goodison Park,15,9,55.3,2016-12-13,30,6.38,15.0,70.83,0.58,9.0
