,Unnamed: 0,Unnamed: 0.1,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT
458,458,459,459,9,9,14.0,71.67,6.26,65.38,5,"Ben Foster,Craig Dawson,Jonas Olsson,Diego Lugano,Chris Brunt,Morgan Amalfitano,Youssouf Mulumbu,James Morrison,Graham Dorrans,Stéphane Sessegnon,Saido Berahino",1.0,5.0,50.0,9,34,6.39,1.0,4.0,8,36.07,12,1.0,9.0,88.89,9.0,14,6.0,2.0,3.0,50.0,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Mikel Arteta,Santiago Cazorla,Mesut Özil,Lukas Podolski,Olivier Giroud",69.21,2.0,7,34,4.0,10.0,81.25,4.0,4231,7,4.0,Mike Jones,1.0,56.52,14,0,Pepe Mel,15,9.0,1,37.5,1,9,5.0,73.53,West Brom,8,2.0,5.0,3.0,4411,2.0,2.0,4,15,72.45,5,10.0,Arsenal,Arsène Wenger,6,4.0,2.0,6.06,0.0,28,1.0,0,8,0.0,63.93,Emirates Stadium,14,14,77.63,2014-05-04,18,6.62,10.0,68.12,43.48,11.0
477,477,478,478,5,8,3.0,51.42,6.26,40.0,3,"David Marshall,Kevin McNaughton,Ben Turner,Steven Caulker,Declan John,Craig Noone,Gary Medel,Jordon Mutch,Kim Bo-Kyung,Peter Whittingham,Fraizer Campbell",1.0,3.0,60.42,6,27,6.26,2.0,3.0,12,39.57,22,1.0,4.0,52.78,12.0,14,8.0,0.0,1.0,65.74,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Mikel Arteta,Theo Walcott,Jack Wilshere,Santiago Cazorla,Lukas Podolski",55.61,2.0,3,27,3.0,4.0,60.0,2.0,4231,5,2.0,Jonathan Moss,7.0,65.16,14,0,David Kerslake,16,4.0,0,66.67,2,15,15.0,46.43,Cardiff,5,3.0,15.0,0.0,451,3.0,2.0,5,28,81.29,4,2.0,Arsenal,Arsène Wenger,11,6.0,12.0,6.12,2.0,13,7.0,0,7,3.0,60.43,Emirates Stadium,10,14,81.25,2014-01-01,28,6.58,23.0,69.23,34.84,8.0
486,486,487,487,17,3,14.0,71.57,6.47,46.67,7,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mathieu Flamini,Jack Wilshere,Theo Walcott,Tomas Rosicky,Santiago Cazorla,Olivier Giroud",1.0,6.0,50.0,10,45,6.23,5.0,1.0,6,52.62,6,2.0,8.0,75.0,4.0,16,2.0,1.0,0.0,54.17,"Tim Krul,Mathieu Debuchy,Fabricio Coloccini,Mike Williamson,Davide Santon,Vurnon Anita,Cheick Tioté,Moussa Sissoko,Yohan Cabaye,Yoan Gouffran,Loïc Remy",78.81,4.0,6,45,0.0,7.0,79.17,4.0,4231,6,10.0,Lee Probert,4.0,49.72,16,0,Arsène Wenger,13,8.0,0,50.0,0,13,9.0,72.92,Arsenal,14,1.0,9.0,0.0,4231,0.0,4.0,3,11,66.24,4,1.0,Newcastle,Alan Pardew,8,3.0,7.0,6.21,0.0,31,4.0,1,2,1.0,47.38,St. James' Park,17,14,72.99,2013-12-29,29,6.41,15.0,71.74,50.28,11.0
496,496,497,497,6,3,5.0,76.97,6.61,66.67,4,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Theo Walcott,Mesut Özil,Santiago Cazorla,Olivier Giroud",3.0,10.0,42.86,11,35,6.14,8.0,12.0,6,60.48,7,2.0,6.0,72.22,0.0,19,0.0,3.0,0.0,44.44,"Adrián,Joey O'Brien,James Tomkins,James Collins,George McCartney,Mohamed Diamé,Mark Noble,Joe Cole,Kevin Nolan,Matthew Jarvis,Carlton Cole",72.06,3.0,4,35,0.0,21.0,50.0,6.0,4231,4,2.0,Phil Dowd,3.0,38.36,19,0,Arsène Wenger,9,6.0,0,75.0,1,11,4.0,79.41,Arsenal,10,2.0,4.0,2.0,4231,2.0,3.0,5,12,59.92,5,10.0,West Ham,Sam Allardyce,6,5.0,7.0,6.3,2.0,14,3.0,3,2,3.0,39.52,Boleyn Ground,9,15,58.24,2013-12-26,20,6.34,10.0,53.85,61.63,29.0
498,498,499,499,11,2,10.0,63.0,6.41,59.38,7,"Petr Cech,Branislav Ivanovic,John Terry,Gary Cahill,César Azpilicueta,Ramires,John Obi Mikel,Frank Lampard,Willian,Fernando Torres,Eden Hazard",2.0,7.0,30.0,7,46,6.18,4.0,4.0,4,39.52,5,2.0,10.0,75.0,8.0,24,3.0,4.0,4.0,40.0,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Theo Walcott,Mesut Özil,Tomas Rosicky,Olivier Giroud",64.73,6.0,3,46,1.0,11.0,45.0,6.0,4231,2,4.0,Mike Dean,3.0,59.58,24,0,José Mourinho,6,10.0,0,91.67,0,13,6.0,72.5,Chelsea,8,2.0,6.0,0.0,433,1.0,6.0,5,7,75.88,3,6.0,Arsenal,Arsène Wenger,11,2.0,10.0,6.2,2.0,27,3.0,0,0,3.0,60.48,Emirates Stadium,17,13,73.96,2013-12-23,23,6.39,15.0,63.04,40.42,13.0
516,516,517,517,13,11,11.0,72.31,6.33,47.5,10,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Theo Walcott,Mesut Özil,Jack Wilshere,Olivier Giroud",2.0,4.0,42.59,12,22,6.35,6.0,2.0,4,45.03,20,1.0,10.0,70.51,8.0,12,4.0,2.0,5.0,50.0,"Costel Pantilimon,Pablo Zabaleta,Martín Demichelis,Vincent Kompany,Gaël Clichy,Samir Nasri,Fernandinho,Yaya Touré,David Silva,Sergio Agüero,Álvaro Negredo",67.86,6.0,5,22,3.0,11.0,51.67,4.0,442,7,3.0,Martin Atkinson,5.0,50.61,12,1,Arsène Wenger,17,10.0,2,61.11,6,17,16.0,61.11,Arsenal,8,4.0,16.0,2.0,4231,1.0,6.0,2,22,75.26,5,8.0,Man City,Manuel Pellegrini,6,7.0,12.0,6.24,1.0,32,5.0,3,11,2.0,54.97,Etihad Stadium,21,15,78.88,2013-12-14,38,6.77,30.0,69.54,49.39,12.0
527,527,528,528,15,3,14.0,70.37,6.43,60.71,8,"Tim Howard,Seamus Coleman,Sylvain Distin,Phil Jagielka,Bryan Oviedo,James McCarthy,Gareth Barry,Kevin Mirallas,Ross Barkley,Steven Pienaar,Romelu Lukaku",2.0,5.0,50.0,13,18,6.24,4.0,2.0,16,54.53,9,0.0,9.0,71.43,3.0,4,2.0,1.0,0.0,62.22,"Wojciech Szczesny,Carl Jenkinson,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Jack Wilshere,Mesut Özil,Santiago Cazorla,Olivier Giroud",83.28,5.0,3,18,1.0,9.0,65.38,4.0,4231,11,7.0,Howard Webb,2.0,49.16,4,0,Roberto Martinez,18,9.0,0,62.5,1,7,10.0,56.67,Everton,7,1.0,10.0,2.0,4231,0.0,5.0,7,11,66.4,6,2.0,Arsenal,Arsène Wenger,11,5.0,4.0,6.19,2.0,29,2.0,1,3,2.0,45.47,Emirates Stadium,15,24,64.49,2013-12-08,24,6.48,17.0,68.67,50.84,12.0
545,545,546,546,7,14,7.0,59.6,6.19,55.56,4,"Allan McGregor,Maynor Figueroa,James Chester,Alex Bruce,Ahmed Elmohamady,Robbie Brady,David Meyler,Jake Livermore,Tom Huddlestone,Yannick Sagbo,Danny Graham",1.0,3.0,35.0,9,32,6.56,2.0,3.0,4,33.65,17,1.0,5.0,70.83,11.0,22,5.0,1.0,6.0,33.33,"Wojciech Szczesny,Carl Jenkinson,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Tomas Rosicky,Mesut Özil,Santiago Cazorla,Nicklas Bendtner",51.49,2.0,2,32,3.0,5.0,71.43,2.0,4231,7,3.0,Andre Marriner,5.0,63.49,22,0,Steve Bruce,17,5.0,1,50.0,2,14,8.0,77.08,Hull,8,2.0,8.0,5.0,352,1.0,2.0,1,20,81.67,5,1.0,Arsenal,Arsène Wenger,6,7.0,12.0,6.08,1.0,16,5.0,0,11,1.0,66.35,Emirates Stadium,9,11,84.3,2013-12-04,29,6.87,21.0,68.75,36.51,7.0
550,550,551,551,7,3,5.0,73.45,6.77,71.43,4,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Jack Wilshere,Mesut Özil,Santiago Cazorla,Olivier Giroud",4.0,7.0,70.0,6,31,6.09,6.0,4.0,9,54.92,6,1.0,12.0,66.67,3.0,13,2.0,1.0,1.0,62.5,"David Marshall,Kévin Théophile-Catherine,Ben Turner,Steven Caulker,Andrew Taylor,Don Cowie,Gary Medel,Jordon Mutch,Kim Bo-Kyung,Peter Whittingham,Fraizer Campbell",73.05,3.0,6,31,0.0,14.0,58.33,6.0,451,9,3.0,Lee Mason,4.0,48.72,13,1,Arsène Wenger,16,12.0,0,83.33,0,12,10.0,68.25,Arsenal,12,1.0,10.0,0.0,4231,0.0,3.0,4,10,65.25,4,3.0,Cardiff,Malky Mackay,8,4.0,6.0,6.36,0.0,23,4.0,3,3,2.0,45.08,Cardiff City Stadium,18,15,64.14,2013-11-30,27,6.22,15.0,47.37,51.28,15.0
563,563,564,564,15,4,13.0,67.81,6.24,56.25,8,"Artur Boruc,Nathaniel Clyne,Jos Hooiveld,Jose Fonte,Luke Shaw,Morgan Schneiderlin,Victor Wanyama,James Ward-Prowse,Adam Lallana,Jay Rodriguez,Rickie Lambert",1.0,3.0,10.42,10,34,6.35,4.0,5.0,10,48.72,5,2.0,10.0,93.59,5.0,17,1.0,4.0,1.0,17.42,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Jack Wilshere,Mesut Özil,Santiago Cazorla,Olivier Giroud",62.06,4.0,6,34,1.0,6.0,69.23,2.0,4231,8,7.0,Mark Clattenburg,2.0,50.85,17,0,Mauricio Pochettino,12,10.0,1,50.0,2,17,6.0,89.44,Southampton,12,7.0,6.0,1.0,4231,4.0,4.0,4,9,74.58,6,6.0,Arsenal,Arsène Wenger,14,4.0,11.0,6.1,6.0,31,2.0,0,1,11.0,51.28,Emirates Stadium,18,16,70.46,2013-11-23,40,6.66,28.0,64.0,49.15,10.0
579,579,580,580,16,2,13.0,69.69,6.31,22.55,13,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Laurent Koscielny,Kieran Gibbs,Mathieu Flamini,Mikel Arteta,Aaron Ramsey,Mesut Özil,Santiago Cazorla,Olivier Giroud",1.0,2.0,50.0,12,46,6.42,2.0,4.0,9,52.55,4,0.0,5.0,67.86,5.0,21,0.0,1.0,3.0,52.78,"David de Gea,Chris Smalling,Nemanja Vidic,Jonny Evans,Patrice Evra,Phil Jones,Michael Carrick,Antonio Valencia,Wayne Rooney,Shinji Kagawa,Robin van Persie",67.25,3.0,6,46,0.0,4.0,83.33,1.0,4231,7,3.0,Michael Oliver,6.0,42.41,21,0,Arsène Wenger,14,5.0,1,21.21,1,18,11.0,74.71,Arsenal,19,2.0,11.0,2.0,4231,2.0,3.0,5,5,62.71,6,6.0,Man Utd,David Moyes,11,2.0,12.0,6.15,2.0,34,6.0,0,2,2.0,47.45,Old Trafford,21,18,70.38,2013-11-10,40,6.69,21.0,87.2,57.59,10.0
588,588,589,589,32,6,16.0,78.38,6.33,44.05,21,"Simon Mignolet,Mamadou Sakho,Martin Skrtel,Kolo Touré,Jon Flanagan,Aly Cissokho,Lucas Leiva,Steven Gerrard,Jordan Henderson,Luis Suárez,Daniel Sturridge",1.0,3.0,38.46,11,27,6.39,4.0,2.0,3,43.25,9,1.0,11.0,72.22,3.0,20,1.0,1.0,1.0,48.21,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Tomas Rosicky,Mesut Özil,Santiago Cazorla,Olivier Giroud",73.6,7.0,6,27,0.0,10.0,71.25,1.0,4231,9,11.0,Martin Atkinson,5.0,51.1,20,0,Brendan Rodgers,18,11.0,1,41.67,2,20,15.0,62.96,Liverpool,11,4.0,15.0,3.0,352,3.0,7.0,4,12,74.21,6,5.0,Arsenal,Arsène Wenger,7,7.0,14.0,6.18,0.0,45,5.0,0,4,1.0,56.75,Emirates Stadium,29,11,76.95,2013-11-02,42,6.77,31.0,70.83,48.9,12.0
593,593,594,594,14,8,13.0,78.6,6.49,48.15,7,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mathieu Flamini,Mikel Arteta,Aaron Ramsey,Mesut Özil,Santiago Cazorla,Olivier Giroud",0.0,4.0,8.33,12,33,6.29,4.0,1.0,19,68.16,9,2.0,11.0,95.83,4.0,16,2.0,2.0,1.0,32.14,"Julian Speroni,Joel Ward,Damien Delaney,Danny Gabbidon,Dean Moxey,Barry Bannan,Adlène Guédioura,Mile Jedinak,Kagisho Dikgacoi,Jerome Thomas,Marouane Chamakh",86.32,2.0,8,33,1.0,9.0,88.89,4.0,451,6,7.0,Chris Foy,1.0,40.41,16,0,Arsène Wenger,12,11.0,0,30.0,0,15,6.0,81.94,Arsenal,14,2.0,6.0,2.0,4231,1.0,2.0,5,13,64.01,6,3.0,Crystal Palace,Keith Millen,8,4.0,7.0,6.21,2.0,36,1.0,2,5,2.0,31.84,Selhurst Park,23,27,55.25,2013-10-26,32,6.42,18.0,69.33,59.59,10.0
609,609,610,610,14,7,16.0,69.64,6.3,58.33,7,"John Ruddy,Russell Martin,Sebastien Bassong,Michael Turner,Martin Olsson,Alexander Tettey,Robert Snodgrass,Leroy Fer,Jonny Howson,Anthony Pilkington,Gary Hooper",2.0,4.0,50.0,8,25,6.39,6.0,2.0,9,43.66,17,2.0,7.0,80.95,10.0,9,3.0,1.0,6.0,54.55,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mathieu Flamini,Mikel Arteta,Jack Wilshere,Mesut Özil,Santiago Cazorla,Olivier Giroud",73.71,3.0,5,25,1.0,9.0,81.82,4.0,4231,8,7.0,Lee Probert,2.0,57.46,9,0,Chris Hughton,14,7.0,1,42.86,4,9,8.0,67.78,Norwich,8,2.0,8.0,4.0,4141,0.0,3.0,4,20,77.41,4,1.0,Arsenal,Arsène Wenger,7,11.0,4.0,6.14,0.0,28,2.0,1,6,1.0,56.34,Emirates Stadium,12,15,75.0,2013-10-19,21,6.72,13.0,74.6,42.54,12.0
627,627,628,628,13,4,10.0,76.18,6.47,65.0,8,"Wojciech Szczesny,Carl Jenkinson,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mathieu Flamini,Mikel Arteta,Aaron Ramsey,Mesut Özil,Jack Wilshere,Olivier Giroud",1.0,6.0,62.5,6,31,6.16,5.0,3.0,10,55.27,12,2.0,8.0,61.54,6.0,9,2.0,2.0,4.0,65.0,"Boaz Myhill,Billy Jones,Jonas Olsson,Gareth McAuley,Liam Ridgewell,Claudio Yacob,Youssouf Mulumbu,Morgan Amalfitano,Stéphane Sessegnon,Saido Berahino,Nicolas Anelka",80.52,5.0,7,31,1.0,11.0,61.67,5.0,4231,8,5.0,Lee Mason,5.0,45.24,9,0,Arsène Wenger,11,8.0,1,66.67,1,15,15.0,59.2,Arsenal,15,2.0,15.0,2.0,4231,0.0,5.0,4,12,70.99,4,2.0,West Brom,Steve Clarke,11,4.0,8.0,6.24,3.0,23,5.0,1,4,4.0,44.73,The Hawthorns,13,18,73.16,2013-10-06,37,6.49,22.0,64.81,54.76,14.0
634,634,635,635,16,3,6.0,62.68,6.6,43.75,12,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mathieu Flamini,Aaron Ramsey,Serge Gnabry,Mesut Özil,Jack Wilshere,Olivier Giroud",1.0,3.0,64.29,6,39,6.15,4.0,2.0,6,48.09,6,0.0,8.0,65.15,4.0,21,2.0,1.0,2.0,65.0,"Michel Vorm,Dwight Tiendalli,Jordi Amat,Chico Flores,Ben Davies,José Cañas,Jonjo Shelvey,Nathan Dyer,Jonathan de Guzmán,Wayne Routledge,Michu",70.28,5.0,6,39,0.0,9.0,69.23,2.0,4231,11,4.0,Mark Clattenburg,5.0,56.66,21,0,Arsène Wenger,20,8.0,0,40.0,1,14,7.0,74.6,Arsenal,14,4.0,7.0,0.0,4231,2.0,5.0,6,10,79.69,3,3.0,Swansea,Michael Laudrup,11,3.0,8.0,6.22,2.0,24,5.0,2,0,3.0,51.91,Liberty Stadium,18,16,82.37,2013-09-28,25,6.26,11.0,66.67,43.34,10.0
646,646,647,647,15,8,17.0,77.1,6.23,50.0,7,"Asmir Begovic,Geoff Cameron,Robert Huth,Ryan Shawcross,Erik Pieters,Jonathan Walters,Steven N'Zonzi,Marc Wilson,Charlie Adam,Marko Arnautovic,Kenwyne Jones",1.0,3.0,38.89,8,34,6.36,3.0,3.0,5,39.91,14,1.0,6.0,66.67,6.0,10,4.0,2.0,3.0,41.23,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mathieu Flamini,Aaron Ramsey,Serge Gnabry,Mesut Özil,Jack Wilshere,Olivier Giroud",69.94,2.0,4,34,2.0,7.0,81.82,2.0,4231,2,8.0,Mike Dean,7.0,49.34,10,1,Mark Hughes,4,6.0,2,28.57,3,22,9.0,69.84,Stoke,7,1.0,9.0,4.0,451,0.0,2.0,6,17,74.87,5,7.0,Arsenal,Arsène Wenger,14,9.0,18.0,6.08,1.0,29,7.0,1,7,1.0,60.09,Emirates Stadium,12,12,85.12,2013-09-22,29,6.7,22.0,78.26,50.66,10.0
652,652,653,653,17,4,15.0,78.37,6.68,34.62,10,"Wojciech Szczesny,Carl Jenkinson,Laurent Koscielny,Bacary Sagna,Kieran Gibbs,Mathieu Flamini,Aaron Ramsey,Theo Walcott,Jack Wilshere,Mesut Özil,Olivier Giroud",2.0,8.0,0.0,13,36,6.16,6.0,4.0,6,72.04,13,4.0,6.0,100.0,6.0,18,6.0,4.0,1.0,18.75,"Keiren Westwood,Ondrej Celustka,Modibo Diakité,Valentin Roberge,Jack Colback,Adam Johnson,David Vaughan,Ki Sung-yueng,Charalampos Mavrias,Jozy Altidore,Steven Fletcher",77.97,4.0,4,36,1.0,10.0,82.05,6.0,442,2,7.0,Martin Atkinson,0.0,34.05,18,1,Arsène Wenger,8,6.0,0,37.5,1,8,2.0,93.33,Arsenal,9,0.0,2.0,1.0,4231,0.0,4.0,6,18,61.65,7,6.0,Sunderland,Paolo Di Canio,11,3.0,4.0,6.44,1.0,31,0.0,3,3,4.0,27.96,Stadium of Light,16,11,58.81,2013-09-14,18,6.35,9.0,85.33,65.95,14.0
659,659,660,660,7,6,6.0,67.36,6.4,53.57,4,"Adrián,Guy Demel,Winston Reid,James Tomkins,Pablo Armero,Antonio Nocerino,Mohamed Diamé,Mark Noble,Stewart Downing,Andy Carroll,Matthew Jarvis",2.0,6.0,50.0,14,47,6.22,2.0,3.0,9,41.17,11,2.0,8.0,79.17,4.0,20,3.0,3.0,2.0,75.0,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Thomas Vermaelen,Mikel Arteta,Kim Källström,Santiago Cazorla,Tomas Rosicky,Lukas Podolski,Olivier Giroud",62.33,1.0,7,47,1.0,9.0,85.71,4.0,4231,4,3.0,Kevin Friend,3.0,57.83,20,1,Sam Allardyce,12,8.0,1,25.0,3,13,8.0,70.83,West Ham,17,2.0,8.0,4.0,433,1.0,1.0,6,14,75.49,4,3.0,Arsenal,Arsène Wenger,12,8.0,6.0,6.25,1.0,22,3.0,1,4,2.0,58.83,Emirates Stadium,16,15,70.17,2014-04-15,28,6.62,11.0,60.53,42.17,12.0
669,669,670,670,23,7,20.0,74.0,6.29,59.52,13,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Michael Dawson,Danny Rose,Paulinho,Etienne Capoue,Andros Townsend,Mousa Dembélé,Nacer Chadli,Roberto Soldado",2.0,4.0,42.86,15,34,6.39,5.0,4.0,7,49.68,8,2.0,14.0,75.0,3.0,17,2.0,3.0,1.0,50.0,"Wojciech Szczesny,Carl Jenkinson,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Jack Wilshere,Aaron Ramsey,Theo Walcott,Tomas Rosicky,Santiago Cazorla,Olivier Giroud",75.33,10.0,4,34,0.0,11.0,58.77,4.0,4231,5,10.0,Michael Oliver,3.0,45.45,17,0,Andre Villas-Boas,12,14.0,1,77.27,1,11,9.0,67.65,Tottenham,7,0.0,9.0,3.0,4231,0.0,10.0,5,12,65.36,3,6.0,Arsenal,Arsène Wenger,14,5.0,7.0,6.1,0.0,43,3.0,0,5,1.0,50.32,Emirates Stadium,23,19,71.35,2013-09-01,23,6.68,16.0,67.13,54.55,14.0
673,673,674,674,12,9,10.0,73.13,6.88,58.82,8,"Wojciech Szczesny,Carl Jenkinson,Bacary Sagna,Per Mertesacker,Kieran Gibbs,Tomas Rosicky,Aaron Ramsey,Theo Walcott,Santiago Cazorla,Lukas Podolski,Olivier Giroud",5.0,12.0,100.0,10,23,6.08,9.0,7.0,5,54.32,11,5.0,10.0,50.0,1.0,11,3.0,5.0,0.0,92.31,"David Stockdale,Sascha Riether,Brede Hangeland,Aaron Hughes,John Arne Riise,Damien Duff,Steve Sidwell,Scott Parker,Adel Taarabt,Pajtim Kasami,Dimitar Berbatov",82.68,5.0,4,23,1.0,16.0,60.0,11.0,4411,7,4.0,Howard Webb,3.0,47.47,11,2,Arsène Wenger,10,10.0,0,62.5,1,7,14.0,38.16,Arsenal,8,0.0,14.0,4.0,4231,0.0,5.0,5,16,79.86,4,8.0,Fulham,Martin Jol,9,7.0,3.0,6.53,1.0,28,3.0,3,5,3.0,45.68,Craven Cottage,18,9,82.15,2013-08-24,23,6.2,15.0,62.12,52.53,19.0
686,686,687,687,9,5,2.0,58.13,6.5,53.12,8,"Brad Guzan,Matthew Lowton,Ron Vlaar,Nathan Baker,Antonio Luna,Karim El Ahmadi,Ashley Westwood,Fabian Delph,Andreas Weimann,Christian Benteke,Gabriel Agbonlahor",0.0,3.0,56.67,15,39,6.29,5.0,1.0,4,36.47,13,2.0,11.0,56.41,4.0,20,6.0,2.0,3.0,53.51,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Jack Wilshere,Aaron Ramsey,Theo Walcott,Tomas Rosicky,Alex Oxlade-Chamberlain,Olivier Giroud",52.1,3.0,3,39,3.0,7.0,66.67,1.0,4231,7,1.0,Anthony Taylor,9.0,62.83,20,1,Paul Lambert,14,11.0,1,37.5,1,18,14.0,63.69,Aston Villa,10,1.0,14.0,1.0,433,0.0,3.0,7,15,82.4,10,3.0,Arsenal,Arsène Wenger,19,4.0,15.0,6.14,2.0,21,9.0,3,5,3.0,63.53,Emirates Stadium,19,15,82.46,2013-08-17,35,6.41,25.0,52.78,37.17,10.0
700,700,701,701,11,8,13.0,72.11,6.82,39.29,5,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Santiago Cazorla,Mesut Özil,Lukas Podolski,Olivier Giroud",1.0,5.0,66.67,10,36,6.17,6.0,1.0,10,56.31,11,3.0,6.0,78.57,7.0,24,2.0,0.0,2.0,66.67,"Steve Harper,Ahmed Elmohamady,Curtis Davies,James Chester,Liam Rosenior,David Meyler,Tom Huddlestone,Jake Livermore,George Boyd,Nikica Jelavic,Shane Long",66.2,2.0,5,36,0.0,8.0,81.25,3.0,442,5,6.0,Jonathan Moss,2.0,45.61,24,2,Arsène Wenger,16,6.0,0,37.5,0,8,4.0,84.21,Arsenal,16,2.0,4.0,2.0,4231,2.0,2.0,2,13,67.95,6,0.0,Hull,Steve Bruce,7,4.0,3.0,6.29,3.0,28,2.0,3,8,5.0,43.69,The KC Stadium,15,21,61.75,2014-04-20,23,6.23,7.0,79.17,54.39,12.0
721,721,722,722,10,11,6.0,80.34,6.2,50.0,6,"Wojciech Szczesny,Bacary Sagna,Thomas Vermaelen,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Mikel Arteta,Santiago Cazorla,Tomas Rosicky,Lukas Podolski,Olivier Giroud",5.0,10.0,33.33,6,21,6.37,5.0,6.0,9,61.12,9,2.0,10.0,75.0,3.0,13,5.0,2.0,2.0,78.12,"Tim Howard,Seamus Coleman,Sylvain Distin,John Stones,Leighton Baines,James McCarthy,Gareth Barry,Romelu Lukaku,Leon Osman,Kevin Mirallas,Steven Naismith",82.01,3.0,3,21,3.0,11.0,61.11,7.0,4231,10,3.0,Martin Atkinson,1.0,41.47,13,0,Arsène Wenger,14,11.0,2,50.0,3,6,16.0,49.31,Arsenal,12,3.0,16.0,6.0,4231,1.0,4.0,3,14,67.22,5,6.0,Everton,Roberto Martinez,5,7.0,3.0,6.13,1.0,26,1.0,0,6,2.0,38.88,Goodison Park,19,17,68.02,2014-04-06,32,6.71,20.0,60.61,58.53,15.0
